Code;Name;Role;OVA;POT;Championship;Country;Team;ID;Height;Weight;Foot;Role2;Role3;LChampionship;LC'ship Code;LTeam
TUR;Söyüncü C.;DC;74;82;English Premier League;England;Leicester City;232119;185;82;Right;;;;;
ESP;Joaquín;DC;74;82;Spain Primera Division;Spain;Real Valladolid CF;232132;190;75;Right;CDC;;;;
GER;Uduokhai F.;DC;75;81;German 1. Bundesliga;Germany;VfL Wolfsburg;232144;192;78;Left;;;;;
LUX;Martins C.;CDC;69;81;Swiss Super League;Switzerland;BSC Young Boys;232192;187;80;Right;CC;;;;
UKR;Boyko D.;POR;76;76;Ukranian Premier League;Ukraine;Dynamo Kyiv;232226;194;82;Right;;;;;
NED;Bijlow J.;POR;74;82;Holland Eredivisie;Netherlands;Feyenoord;232229;188;76;Right;;;;;
ARG;Ascacíbar S.;CDC;76;82;German 2. Bundesliga;Germany_2;VfB Stuttgart;232244;168;70;Right;CC;;;;
NED;Fosu-Mensah T.;TD;73;81;English Premier League;England;Manchester United;232270;185;78;Right;DC;;;;
NGA;Osimhen V.;ATT;74;85;French Ligue 1;France;LOSC Lille;232293;185;78;Right;;;;;
SVK;Škriniar M.;DC;86;90;Italian Serie A;Italy;Inter;232363;187;80;Right;;;;;
BRA;Wesley;ATT;79;85;English Premier League;England;Aston Villa;232381;191;94;Right;;;;;
FRA;Nkunku C.;CC;77;85;German 1. Bundesliga;Germany;RB Leipzig;232411;179;72;Right;AS;AD;;;
SRB;Jović L.;ATT;83;89;Spain Primera Division;Spain;Real Madrid;232432;182;85;Right;;;;;
URU;Ricca F.;TS;75;80;Belgian Jupiler Pro League;Belgium;Club Brugge KV;232437;178;73;Left;;;;;
ARG;Romero C.;DC;73;87;Italian Serie A;Italy;Genoa;232488;185;79;Right;TD;;;;
SCO;Middleton G.;AS;64;83;Scottish Premiership;Scotland;Hibernian;232519;176;68;Left;;;Scottish Premiership;Scotland;Rangers FC
BRA;Gabriel;DC;73;81;French Ligue 1;France;LOSC Lille;232580;190;87;Left;;;;;
JPN;Doan R.;COC;74;84;Holland Eredivisie;Netherlands;FC Groningen;232639;172;70;Left;ED;;;;
ARG;Bravo C.;TS;70;81;Argentina Primera Division;Argentina;Club Atlético Banfield;232646;170;72;Left;;;;;
FRA;Hernández T.;TS;76;82;Italian Serie A;Italy;Milan;232656;184;82;Left;;;;;
URU;Arambarri M.;CDC;77;82;Spain Primera Division;Spain;Getafe CF;232665;175;74;Right;CC;;;;
NZL;Singh S.;COC;69;81;German 3. Bundesliga;Germany_3;Bayern München II;232669;175;65;Left;;;;;
NGA;Awaziem C.;DC;74;81;Spain Primera Division;Spain;CD Leganés;232693;189;78;Right;;;Portuguese Liga ZON SAGRES;Portugal;FC Porto
ARG;Valenzuela M.;TS;71;81;USA Major League Soccer;Usa;Columbus Crew SC;232708;168;66;Left;;;;;
ENG;Dasilva J.;TS;69;82;English League Championship;England_2;Bristol City;232755;170;64;Left;;;;;
ENG;Tomori F.;DC;72;83;English Premier League;England;Chelsea;232756;185;75;Right;;;;;
BRA;Bernardo;TS;75;80;English Premier League;England;Brighton & Hove Albion;232805;186;76;Left;ASA;TD;;;
JPN;Nakajima S.;ES;79;84;Portuguese Liga ZON SAGRES;Portugal;FC Porto;232862;164;64;Right;AT;;;;
JPN;Shoji G.;DC;75;79;French Ligue 1;France;Toulouse Football Club;232869;182;74;Right;;;;;
JPN;Shibasaki G.;COC;76;77;Spanish Segunda Division;Spain_2;Deportivo de La Coruña;232883;175;62;Right;ATT;CDC;;;
BRA;Caio;ES;76;79;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;232886;173;69;Right;;;;;
JPN;Ito J.;AD;75;76;Belgian Jupiler Pro League;Belgium;KRC Genk;232905;176;68;Right;;;;;
JPN;Tomiyasu T.;DC;73;84;Italian Serie A;Italy;Bologna;232938;188;84;Right;CDC;;;;
USA;Adams T.;CDC;76;86;German 1. Bundesliga;Germany;RB Leipzig;232999;176;68;Right;ADA;;;;
ARG;Aliendro R.;CDC;76;77;Argentina Primera Division;Argentina;Club Atlético Colón;233029;177;68;Right;ED;;;;
ENG;Sancho J.;ED;84;92;German 1. Bundesliga;Germany;Borussia Dortmund;233049;180;76;Right;ES;;;;
WAL;Smith M.;CC;69;81;English League Championship;England_2;Queens Park Rangers;233050;177;68;Right;CDC;;English Premier League;England;Manchester City
POR;Pereira Lage M.;ES;73;82;French Ligue 1;France;Angers SCO;233061;180;67;Right;;;;;
ENG;Mount M.;COC;75;86;English Premier League;England;Chelsea;233064;178;64;Right;CC;;;;
NED;Dumfries D.;TD;78;82;Holland Eredivisie;Netherlands;PSV;233096;188;80;Right;;;;;
NED;van Drongelen R.;DC;73;83;German 2. Bundesliga;Germany_2;Hamburger SV;233097;185;81;Left;TS;;;;
ESP;Aleñá;CC;76;85;Spain Primera Division;Spain;FC Barcelona;233113;180;73;Left;AD;COC;;;
JPN;Kobayashi Y.;ATT;76;76;Japanese J. League Division 1;Japan;Kawasaki Frontale;233138;177;72;Right;ED;COC;;;
KVX;Muric A.;POR;67;82;English League Championship;England_2;Nottingham Forest;233164;197;81;Right;;;;;
AUT;Schlager X.;CC;76;84;German 1. Bundesliga;Germany;VfL Wolfsburg;233195;174;76;Left;COC;CDC;;;
WAL;Mepham C.;DC;73;81;English Premier League;England;Bournemouth;233201;191;75;Right;;;;;
POL;Jóźwiak K.;ES;69;84;Polish T-Mobile Ekstraklasa;Poland;Lech Poznan;233222;176;70;Right;ED;;;;
ARG;Mac Allister K.;TS;70;81;Argentina Primera Division;Argentina;Boca Juniors;233230;175;72;Right;TD;;Argentina Primera Division;Argentina;Argentinos Juniors
FRA;Oudin R.;ED;75;82;French Ligue 1;France;Stade de Reims;233265;185;79;Left;AD;;;;
ENG;Dozzell A.;CC;65;81;English League One;England_3;Ipswich Town;233276;178;64;Left;COC;;;;
ENG;Henderson D.;POR;75;85;English Premier League;England;Sheffield United;233306;190;85;Right;;;English Premier League;England;Manchester United
POL;Gumny R.;TD;70;84;Polish T-Mobile Ekstraklasa;Poland;Lech Poznan;233409;177;61;Right;;;;;
ITA;Adjapong C.;ES;71;81;Italian Serie A;Italy;Sassuolo;233411;180;74;Right;ED;TD;;;
BRA;Raphinha;AD;79;84;Portuguese Liga ZON SAGRES;Portugal;Sporting CP;233419;176;68;Left;AS;;;;
PAR;Riveros B.;TS;70;82;Swiss Super League;Switzerland;FC Basel 1893;233476;178;68;Left;ES;ASA;;;
SVN;Zajc M.;COC;75;80;Turkish Super Lig;Turkey;Fenerbahçe SK;233478;179;76;Right;CC;;;;
NED;Chong T.;AD;65;83;English Premier League;England;Manchester United;233510;185;75;Left;AS;COC;;;
FRA;Grandsir S.;ED;73;82;French Ligue 1;France;Stade Brestois 29;233550;170;65;Right;ES;;French Ligue 1;France;AS Monaco
ITA;Orsolini R.;COC;76;86;Italian Serie A;Italy;Bologna;233556;183;73;Left;AD;ED;;;
SEN;Ndiaye A.;ES;76;85;Spain Primera Division;Spain;Getafe CF;233631;173;63;Right;;;;;
SWE;Isak A.;ATT;74;83;Spain Primera Division;Spain;Real Sociedad;233731;190;74;Right;;;;;
NGA;Okereke D.;ATT;73;82;Belgian Jupiler Pro League;Belgium;Club Brugge KV;233732;181;77;Right;AD;;;;
ESP;Zubeldia;CDC;76;83;Spain Primera Division;Spain;Real Sociedad;233738;180;79;Right;CC;DC;;;
FRA;Alakouch S.;TD;73;81;French Ligue 1;France;Nîmes Olympique;233767;175;66;Right;;;;;
RUS;Maksimenko A.;POR;70;81;Russian Premier League;Russia;Spartak Moscow;233791;187;81;Left;;;;;
ENG;Brereton B.;ATT;68;81;English League Championship;England_2;Blackburn Rovers;233795;185;75;Right;ED;;;;
FRA;Edouard O.;ATT;74;84;Scottish Premiership;Scotland;Celtic;233866;187;83;Right;;;;;
ARG;Sandoval T.;ATT;66;82;Argentina Primera Division;Argentina;Club Atlético Colón;233892;185;71;Right;;;;;
SUI;Kutesa D.;AS;66;81;Swiss Super League;Switzerland;FC St. Gallen;233917;176;67;Right;AD;;;;
BRA;Léo Duarte;DC;72;82;Italian Serie A;Italy;Milan;233926;183;76;Right;TD;;;;
BRA;Lucas Paquetá;COC;79;89;Italian Serie A;Italy;Milan;233927;180;72;Left;CC;;;;
ENG;Ronaldo Vieira;CDC;72;81;Italian Serie A;Italy;Sampdoria;233943;178;70;Right;CC;;;;
COL;Villa S.;ED;74;82;Argentina Primera Division;Argentina;Boca Juniors;233959;179;71;Right;AD;ES;;;
ESP;Lluis López;DC;71;82;Spain Primera Division;Spain;RCD Espanyol;234032;182;79;Right;;;;;
ESP;Odriozola;TD;80;85;Spain Primera Division;Spain;Real Madrid;234035;176;66;Right;;;;;
NGA;Onyekuru H.;ES;78;86;French Ligue 1;France;AS Monaco;234045;175;59;Right;ATT;;;;
BEL;Mangala O.;CC;74;83;German 2. Bundesliga;Germany_2;VfB Stuttgart;234078;178;78;Right;CDC;;;;
ROU;Radu I.;POR;75;87;Italian Serie A;Italy;Genoa;234102;188;78;Right;;;Italian Serie A;Italy;Inter
ARG;Maroni G.;COC;71;86;Italian Serie A;Italy;Sampdoria;234108;170;67;Right;AS;;;;
SCO;Turnbull D.;CC;69;84;Scottish Premiership;Scotland;Motherwell;234111;185;75;Right;COC;;;;
BRA;Dodô;TD;71;82;Ukranian Premier League;Ukraine;Shakhtar Donetsk;234112;166;58;Right;;;;;
BRA;Lucas Fernandes;CC;72;82;Portuguese Liga ZON SAGRES;Portugal;Portimonense SC;234119;175;67;Right;COC;;;;
BRA;Luiz Araújo;ES;75;83;French Ligue 1;France;LOSC Lille;234128;175;70;Left;;;;;
ESP;Carlos Soler;ED;80;87;Spain Primera Division;Spain;Valencia CF;234153;180;76;Right;CC;;;;
PER;Abram L.;DC;72;81;Argentina Primera Division;Argentina;Vélez Sarsfield;234178;181;76;Left;;;;;
BRA;Bruno Viana;DC;78;82;Portuguese Liga ZON SAGRES;Portugal;SC Braga;234226;187;79;Right;;;;;
SCO;McCrorie R.;CDC;68;83;English League One;England_3;Portsmouth;234229;191;80;Right;DC;TD;Scottish Premiership;Scotland;Rangers FC
CZE;Schick P.;ATT;76;83;Italian Serie A;Italy;Roma;234236;186;73;Left;AT;AD;;;
ENG;Rice D.;CDC;78;87;English Premier League;England;West Ham United;234378;185;80;Right;DC;CC;;;
GER;Schubert M.;POR;70;81;German 1. Bundesliga;Germany;FC Schalke 04;234383;186;83;Right;;;;;
CAN;Davies A.;ES;72;87;German 1. Bundesliga;Germany;FC Bayern München;234396;181;72;Left;ED;TS;;;
GER;Eggestein J.;AD;73;83;German 1. Bundesliga;Germany;SV Werder Bremen;234399;183;75;Right;ATT;;;;
BRA;Marcão;DC;75;80;Turkish Super Lig;Turkey;Galatasaray SK;234426;185;81;Left;;;;;
ARG;Reynoso E.;CC;74;83;Argentina Primera Division;Argentina;Boca Juniors;234468;176;67;Left;COC;ES;;;
BRA;Evander;COC;71;83;Danish Superliga;Denmark;FC Midtjylland;234505;179;72;Right;CC;;;;
POR;Gedson Fernandes;CC;76;85;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;234568;181;71;Right;;;;;
POR;Florentino;CDC;76;87;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;234569;184;73;Right;CC;;;;
POR;Jota;ES;72;85;Portuguese Liga ZON SAGRES;Portugal;SL Benfica;234570;175;67;Right;ED;AT;;;
POR;Diogo Dalot;TD;75;85;English Premier League;England;Manchester United;234574;183;76;Right;TS;ES;;;
POR;Diogo Leite;DC;72;83;Portuguese Liga ZON SAGRES;Portugal;FC Porto;234575;188;73;Left;;;;;
POR;Diogo Queirós;DC;68;84;Portuguese Liga ZON SAGRES;Portugal;FC Porto;234576;185;;;;;;;
POR;Diogo Costa;POR;66;82;Portuguese Liga ZON SAGRES;Portugal;FC Porto;234577;187;81;Right;;;;;
FRA;Ikoné J.;COC;78;86;French Ligue 1;France;LOSC Lille;234612;175;73;Left;;;;;
SEN;Mendy E.;POR;77;80;French Ligue 1;France;Stade Rennais FC;234642;197;86;Right;;;;;
DEN;Mæhle J.;TD;77;84;Belgian Jupiler Pro League;Belgium;KRC Genk;234678;184;80;Right;;;;;
BRA;Maycon;CC;72;81;Ukranian Premier League;Ukraine;Shakhtar Donetsk;234701;173;71;Left;CDC;;;;
CRO;Brekalo J.;AS;76;84;German 1. Bundesliga;Germany;VfL Wolfsburg;234711;175;70;Right;ED;ES;;;
CIV;Doumbia I.;CDC;76;84;Portuguese Liga ZON SAGRES;Portugal;Sporting CP;234725;187;82;Right;CC;;;;
ENG;Barnes H.;AS;75;85;English Premier League;England;Leicester City;234742;174;66;Right;COC;;;;
CYP;Laifis K.;TS;75;77;Belgian Jupiler Pro League;Belgium;Standard de Liège;234774;186;77;Left;DC;;;;
USA;Steffen Z.;POR;76;84;German 1. Bundesliga;Germany;Fortuna Düsseldorf;234777;191;86;Right;;;English Premier League;England;Manchester City
FRA;Bernede A.;CC;70;81;Austrian Football Bundesliga;Austria;FC Red Bull Salzburg;234795;177;74;Left;CDC;COC;;;
SUI;Knežević S.;DC;68;81;Swiss Super League;Switzerland;FC Luzern;234817;187;81;Right;;;;;
GER;Müller F.;POR;75;84;German 1. Bundesliga;Germany;1. FSV Mainz 05;234833;190;85;Left;;;;;
RUS;Oblyakov I.;CC;73;84;Russian Premier League;Russia;PFC CSKA Moscow;234857;175;74;Left;COC;;;;
AUS;Arzani D.;ED;69;83;Scottish Premiership;Scotland;Celtic;234867;171;73;Right;COC;ES;English Premier League;England;Manchester City
FRA;Aouar H.;CC;81;89;French Ligue 1;France;Olympique Lyonnais;234906;175;70;Right;;;;;
SUI;Fassnacht C.;ED;75;78;Swiss Super League;Switzerland;BSC Young Boys;234913;185;77;Right;ES;;;;
NED;Pierie K.;DC;69;81;Holland Eredivisie;Netherlands;Ajax;234925;183;75;Left;TS;;;;
POR;Pedro Rebocho;TS;74;81;Turkish Super Lig;Turkey;Besiktas JK;234930;170;74;Left;;;French Ligue 2;France_2;En Avant de Guingamp
GER;Neuhaus F.;CC;78;87;German 1. Bundesliga;Germany;Borussia Mönchengladbach;234943;183;74;Right;;;;;
GRE;Retsos P.;DC;75;85;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;234986;186;81;Right;TD;TS;;;
ARG;Robertone L.;COC;74;84;Argentina Primera Division;Argentina;Vélez Sarsfield;235008;173;70;Right;CC;;;;
RUS;Chalov F.;ATT;76;85;Russian Premier League;Russia;PFC CSKA Moscow;235029;180;77;Right;;;;;
SUI;Kobel G.;POR;72;82;German 2. Bundesliga;Germany_2;VfB Stuttgart;235073;193;90;Right;;;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim
NED;Rosario P.;CDC;77;83;Holland Eredivisie;Netherlands;PSV;235134;188;73;Right;CC;;;;
POR;Rúben Vinagre;ASA;70;84;English Premier League;England;Wolverhampton Wanderers;235172;174;64;Left;;;;;
CIV;Sangaré I.;CDC;76;85;French Ligue 1;France;Toulouse Football Club;235173;191;77;Right;CC;;;;
MAR;Hakimi A.;TS;79;86;German 1. Bundesliga;Germany;Borussia Dortmund;235212;181;73;Right;TD;;Spain Primera Division;Spain;Real Madrid
NED;de Ligt M.;DC;85;93;Italian Serie A;Italy;Juventus;235243;189;89;Right;;;;;
GER;Früchtl C.;POR;65;82;German 3. Bundesliga;Germany_3;Bayern München II;235266;193;84;Left;;;;;
SEN;Sarr I.;ED;78;88;English Premier League;England;Watford;235353;185;76;Right;ES;;;;
ITA;Lazzari M.;ED;80;83;Italian Serie A;Italy;Lazio;235374;174;67;Right;;;;;
MAR;En-Nesyri Y.;ATT;76;82;Spain Primera Division;Spain;CD Leganés;235410;192;78;Left;;;;;
MLI;Samassékou D.;CDC;79;86;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;235424;177;68;Right;CC;;;;
POR;Domingos Quina;COC;69;84;English Premier League;England;Watford;235450;175;66;Right;CC;CDC;;;
FRA;Sarr M.;DC;76;84;French Ligue 1;France;OGC Nice;235454;182;73;Left;TS;;;;
ESP;Aleix Febas;CC;74;82;Spain Primera Division;Spain;RCD Mallorca;235522;171;61;Right;CDC;COC;;;
GER;Geiger D.;CC;70;82;German 1. Bundesliga;Germany;TSG 1899 Hoffenheim;235526;172;65;Right;;;;;
TUN;Bronn D.;DC;75;80;Belgian Jupiler Pro League;Belgium;KAA Gent;235565;184;75;Right;TD;;;;
FRA;Ndombele T.;CC;81;89;English Premier League;England;Tottenham Hotspur;235569;181;76;Right;CDC;;;;
CIV;Konan G.;TS;75;81;French Ligue 1;France;Stade de Reims;235634;176;71;Left;;;;;
DEN;Nelsson V.;DC;71;82;Danish Superliga;Denmark;FC København;235658;185;78;Right;CC;;;;
NED;Til G.;COC;75;82;Russian Premier League;Russia;Spartak Moscow;235663;183;74;Right;CC;;;;
AUT;Maresic D.;DC;71;83;Austrian Football Bundesliga;Austria;SK Sturm Graz;235673;183;74;Right;;;;;
WAL;Ampadu E.;DC;67;86;German 1. Bundesliga;Germany;RB Leipzig;235735;182;72;Right;CDC;;English Premier League;England;Chelsea
GER;Havertz K.;COC;84;92;German 1. Bundesliga;Germany;Bayer 04 Leverkusen;235790;188;83;Left;ED;;;;
ENG;Eze E.;COC;71;82;English League Championship;England_2;Queens Park Rangers;235794;173;67;Right;ES;;;;
ITA;Chiesa F.;AD;79;87;Italian Serie A;Italy;Fiorentina;235805;175;70;Right;AT;;;;
ROU;Marin R.;CC;77;82;Holland Eredivisie;Netherlands;Ajax;235813;174;70;Right;CDC;;;;
ITA;Pinamonti A.;ATT;70;86;Italian Serie A;Italy;Genoa;235842;188;72;Right;;;Italian Serie A;Italy;Inter
MEX;Álvarez E.;DC;76;84;Holland Eredivisie;Netherlands;Ajax;235844;185;73;Right;CDC;;;;
ITA;Varnier M.;DC;70;82;Italian Serie A;Italy;Atalanta;235863;186;82;Right;;;;;
CIV;Kouamé C.;ATT;75;83;Italian Serie A;Italy;Genoa;235866;185;70;Right;AT;;;;
ENG;Sessegnon R.;ES;75;86;English Premier League;England;Tottenham Hotspur;235883;178;71;Left;AS;TS;;;
TUR;Ünder C.;AD;78;86;Italian Serie A;Italy;Roma;235889;173;66;Left;ED;;;;
ARG;Zaracho M.;COC;78;87;Argentina Primera Division;Argentina;Racing Club;235926;171;64;Right;ED;CC;;;
ESP;Brais Méndez;ED;77;86;Spain Primera Division;Spain;RC Celta;235944;187;76;Left;COC;;;;
ESP;Marc Roca;CDC;79;86;Spain Primera Division;Spain;RCD Espanyol;235945;184;74;Left;CC;;;;
FRA;Guitane R.;COC;66;83;French Ligue 1;France;Stade Rennais FC;235955;170;60;Left;;;;;
ARG;Gómez I.;CDC;72;83;Argentina Primera Division;Argentina;Estudiantes de La Plata;235987;167;60;Right;CC;;;;
ESP;Fran Beltrán;CDC;75;83;Spain Primera Division;Spain;RC Celta;235997;170;66;Right;CC;COC;;;
ARG;Barco E.;ES;74;84;USA Major League Soccer;Usa;Atlanta United;236007;165;65;Right;COC;ATT;;;
ENG;Gibbs-White M.;CC;70;86;English Premier League;England;Wolverhampton Wanderers;236015;178;70;Right;COC;;;;
SRB;Brašanac D.;CC;75;76;Spain Primera Division;Spain;CA Osasuna;236221;178;73;Right;ED;CDC;;;
HON;Elis A.;ED;75;82;USA Major League Soccer;Usa;Houston Dynamo;236245;180;77;Right;AD;ATT;;;
ENG;Ejaria O.;CC;72;83;English League Championship;England_2;Reading;236246;183;75;Right;ES;;English Premier League;England;Liverpool
WAL;Woodburn B.;COC;68;83;English League One;England_3;Oxford United;236248;174;72;Right;AS;ATT;English Premier League;England;Liverpool
NED;Danjuma Groeneveld A.;ES;76;84;English Premier League;England;Bournemouth;236276;178;80;Right;;;;;
ESP;Aarón Martín;TS;78;84;German 1. Bundesliga;Germany;1. FSV Mainz 05;236295;178;68;Left;;;;;
COL;Atuesta E.;CDC;72;81;USA Major League Soccer;Usa;Los Angeles FC;236298;180;71;Right;CC;;;;
CRO;Rog M.;CC;75;79;Italian Serie A;Italy;Cagliari;236311;180;73;Right;;;Italian Serie A;Italy;Napoli
FRA;Valery J.;ADA;69;82;English Premier League;England;Southampton;236316;180;70;Right;TD;;;;
URU;Cabaco E.;DC;75;81;Spain Primera Division;Spain;Levante UD;236331;186;75;Right;;;;;
BRA;Luiz Felipe;DC;77;86;Italian Serie A;Italy;Lazio;236355;187;80;Right;;;;;
ITA;Maggiore G.;CC;67;81;Italian Serie B;Italy_2;Spezia;236368;184;69;Right;;;;;
ITA;Plizzari A.;POR;66;84;Italian Serie B;Italy_2;Livorno;236378;187;73;Right;;;Italian Serie A;Italy;Milan
MAR;Mazraoui N.;TD;77;84;Holland Eredivisie;Netherlands;Ajax;236401;183;62;Right;CC;;;;
FRA;N'Dicka E.;DC;76;86;German 1. Bundesliga;Germany;Eintracht Frankfurt;236403;192;80;Left;;;;;
ARG;Bustos F.;TD;77;84;Argentina Primera Division;Argentina;Independiente;236441;167;66;Right;ADA;ED;;;
FRA;Mateta J.;ATT;78;85;German 1. Bundesliga;Germany;1. FSV Mainz 05;236461;192;88;Right;;;;;
FRA;Claude Maurice A.;ES;72;86;French Ligue 2;France_2;FC Lorient;236477;174;62;Right;COC;;;;
MLI;Bissouma Y.;CC;75;81;English Premier League;England;Brighton & Hove Albion;236480;182;80;Right;CDC;;;;
FRA;Guendouzi M.;CC;75;86;English Premier League;England;Arsenal;236496;185;68;Right;CDC;;;;
NED;Lammers S.;ATT;74;82;Holland Eredivisie;Netherlands;PSV;236498;189;77;Left;;;;;
BRA;Douglas Luiz;CC;74;84;English Premier League;England;Aston Villa;236499;178;70;Right;CDC;;;;
ARG;Senesi M.;DC;73;84;Argentina Primera Division;Argentina;San Lorenzo de Almagro;236506;183;80;Left;;;;;
ITA;Brignola E.;COC;70;84;Italian Serie A;Italy;Sassuolo;236522;168;71;Left;AD;AT;;;
ARG;Cáseres S.;CDC;74;82;Spain Primera Division;Spain;Villarreal CF;236527;177;75;Left;CC;;;;
CZE;Pavlenka J.;POR;84;86;German 1. Bundesliga;Germany;SV Werder Bremen;236583;196;81;Right;;;;;
NED;Stengs C.;AD;75;86;Holland Eredivisie;Netherlands;AZ Alkmaar;236593;187;68;Left;;;;;
ITA;Kean M.;ATT;76;89;English Premier League;England;Everton;236610;182;79;Right;;;;;
GER;Barkok A.;CC;70;84;German 1. Bundesliga;Germany;Fortuna Düsseldorf;236624;188;75;Right;COC;;German 1. Bundesliga;Germany;Eintracht Frankfurt
BRA;David Neres;AS;81;86;Holland Eredivisie;Netherlands;Ajax;236632;175;66;Left;AD;COC;;;
FRA;Caci A.;DC;72;83;French Ligue 1;France;RC Strasbourg Alsace;236636;184;70;Right;ASA;;;;
POR;Xeka;CDC;76;81;French Ligue 1;France;LOSC Lille;236639;186;83;Right;CC;;;;
ESP;Melendo;ED;80;86;Spain Primera Division;Spain;RCD Espanyol;236679;167;63;Left;ES;COC;;;
CMR;Ngadeu M.;DC;78;80;Belgian Jupiler Pro League;Belgium;KAA Gent;236690;190;93;Right;CDC;;;;
SRB;Lukić S.;CDC;74;81;Italian Serie A;Italy;Torino;236699;183;77;Right;CC;;;;
FRA;Ballo-Touré F.;TS;72;82;French Ligue 1;France;AS Monaco;236723;182;73;Left;ES;;;;
HUN;Szoboszlai D.;COC;74;89;Austrian Football Bundesliga;Austria;FC Red Bull Salzburg;236772;186;74;Right;ED;CC;;;
FRA;Terrier M.;AS;76;84;French Ligue 1;France;Olympique Lyonnais;236786;184;73;Right;ATT;ES;;;
CZE;Barák A.;CC;77;84;Italian Serie A;Italy;Udinese;236791;190;86;Left;COC;;;;
CZE;Souček T.;CDC;79;85;Czech First League;Czech;SK Slavia Praha;236792;192;86;Right;;;;;
ARG;Medina F.;TS;66;82;Argentina Primera Division;Argentina;Club Atlético Talleres;236804;180;77;Left;DC;;;;
FRA;Youssouf Z.;CC;69;81;French Ligue 1;France;AS Saint-Étienne;236830;182;81;Left;ED;;;;
NED;Kluivert J.;AS;75;86;Italian Serie A;Italy;Roma;236920;171;66;Right;AD;;;;
AUT;Wolf H.;COC;74;85;German 1. Bundesliga;Germany;RB Leipzig;236935;179;69;Left;;;;;
GER;Torunarigha J.;DC;72;83;German 1. Bundesliga;Germany;Hertha BSC;236947;191;80;Left;TS;;;;
FRA;Kamara B.;DC;75;86;French Ligue 1;France;Olympique de Marseille;236987;178;68;Right;;;;;
ENG;Nketiah E.;ATT;68;84;English League Championship;England_2;Leeds United;236988;175;70;Right;;;English Premier League;England;Arsenal
USA;Cannon R.;TD;70;82;USA Major League Soccer;Usa;FC Dallas;237000;180;75;Right;;;;;
ITA;Birindelli S.;TD;68;82;Italian Serie B;Italy_2;Pisa;237003;175;70;Right;DC;TS;;;
GER;Itter L.;TS;67;83;German 1. Bundesliga;Germany;SC Freiburg;237024;183;74;Left;;;;;
COL;Hernández J.;ATT;75;82;English Premier League;England;Watford;237034;176;73;Right;ED;;;;
MEX;Alvarado L.;ES;74;83;Mexican Liga MX;Mexico;Cruz Azul;237043;176;70;Left;ED;COC;;;
BRA;Davidson;ES;76;76;Portuguese Liga ZON SAGRES;Portugal;Vitória Guimarães;237135;177;63;Right;;;;;
SEN;Wagué M.;TD;71;82;Spain Primera Division;Spain;FC Barcelona;237156;177;70;Right;ADA;TS;;;
ENG;Longstaff S.;CC;72;84;English Premier League;England;Newcastle United;237161;180;65;Right;COC;;;;
PAR;Rojas M.;CC;77;84;Argentina Primera Division;Argentina;Racing Club;237183;186;78;Left;;;;;
NGA;Kalu S.;ED;75;84;French Ligue 1;France;FC Girondins de Bordeaux;237207;176;74;Right;AD;;;;
ARG;Foyth J.;DC;74;85;English Premier League;England;Tottenham Hotspur;237221;187;69;Right;TD;;;;
SCO;McTominay S.;CDC;77;84;English Premier League;England;Manchester United;237238;193;88;Right;CC;;;;
MKD;Bardhi E.;CC;78;84;Spain Primera Division;Spain;Levante UD;237239;172;64;Right;ES;COC;;;
VEN;Osorio Y.;DC;76;82;Portuguese Liga ZON SAGRES;Portugal;FC Porto;237297;189;84;Right;;;;;
SYR;Kharbin O.;ATT;75;79;Saudi Abdul L. Jameel League;Arabia;Al Hilal;237303;185;83;Right;;;;;
ROU;Dragomir V.;CC;69;81;Italian Serie B;Italy_2;Perugia;237324;178;67;Left;COC;;;;
ENG;Willock J.;CC;67;84;English Premier League;England;Arsenal;237329;184;71;Right;;;;;
ITA;Bastoni A.;DC;72;84;Italian Serie A;Italy;Inter;237383;190;80;Left;;;;;
USA;Durkin C.;CDC;67;82;USA Major League Soccer;Usa;DC United;237407;183;75;Right;;;;;
ARG;Togni G.;AS;72;83;Argentina Primera Division;Argentina;Independiente;237512;173;76;Left;ES;;;;
GUI;Camara M.;CDC;73;83;Super League Greece;Greece;Olympiacos CFP;237520;180;81;Right;CC;;;;
BRA;Rodrigo;TD;75;78;Super League Greece;Greece;PAOK;237532;176;71;Right;;;;;
ITA;Vido L.;ATT;72;82;Italian Serie B;Italy_2;Crotone;237544;182;75;Right;AT;;;;
COD;Luyindama C.;DC;77;80;Turkish Super Lig;Turkey;Galatasaray SK;237556;191;91;Right;CDC;;;;
MLI;Djenepo M.;ES;74;83;English Premier League;England;Southampton;237560;177;65;Right;ED;COC;;;
ARG;Franco A.;DC;76;83;Argentina Primera Division;Argentina;Independiente;237604;183;77;Right;TD;;;;
GER;Maier A.;CC;76;87;German 1. Bundesliga;Germany;Hertha BSC;237629;186;82;Right;CDC;;;;
RSA;Mothiba L.;ATT;74;83;French Ligue 1;France;RC Strasbourg Alsace;237631;182;76;Right;;;;;
SUI;Bajrami N.;CC;67;81;Italian Serie B;Italy_2;Empoli;237640;179;68;Right;CDC;;;;
